"symbol","owning_fixture","applicability","contract_category","comparison_baseline","comparison_record","owning_validation","decision","rationale"
"simdlib_type_matrix_compare_equal_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for i16 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for i32 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for i64 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for i8 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for u16 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for u32 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for u64 protects that public Register specialization."
"simdlib_type_matrix_compare_equal_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_equal cell for u8 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for f32 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for f64 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for i16 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for i32 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for i64 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for i8 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for u16 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for u32 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for u64 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_equal_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater_equal cell for u8 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for f32 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for f64 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for i16 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for i32 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for i64 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for i8 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for u16 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for u32 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_u64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for u64 protects that public Register specialization."
"simdlib_type_matrix_compare_greater_u8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_greater cell for u8 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_f32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for f32 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_f64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for f64 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_i16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for i16 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_i32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for i32 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_i64","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for i64 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_i8","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for i8 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_u16","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for u16 protects that public Register specialization."
"simdlib_type_matrix_compare_less_equal_u32","tests/codegen/RegisterTypeMatrixCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterTypeMatrixCodegenRaw.cpp matching public Api operation","common-type-matrix","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The canonical isolated compare_less_equal cell for u32 protects that public Register specialization."
